Aazo_0054-NC_014248	MhSNwCtsCzQRZ1c1gznarIfaEeY	'Nostoc azollae' 0708	photosystem II protein PsbX; K02722 photosystem II PsbX protein
Aazo_0055-NC_014248	/jvMW27S6QUo1rlkl3c9hIfvhmI	'Nostoc azollae' 0708	Ycf66 family protein
Aazo_0056-NC_014248	IRhHdkWGBdw0y1Sdrbr8WNI9spk	'Nostoc azollae' 0708	WD40 domain-containing protein
Aazo_0057-NC_014248	SB2x5WOSNaK4QpoDiPOtNS6TlD4	'Nostoc azollae' 0708	WD40 domain-containing protein
Aazo_0058-NC_014248	hybEznIFhCwsj2eADhSNxfv/wfA	'Nostoc azollae' 0708	succinate dehydrogenase and fumarate reductase iron-sulfur protein (EC:1.3.99.1); K00240 succinate dehydrogenase iron-sulfur subunit [EC:1.3.99.1]
Aazo_0059-NC_014248	MSGt9weWh+mzVv4E+4syNlBFNHE	'Nostoc azollae' 0708	hypothetical protein
Aazo_0060-NC_014248	l9sFvHhmZi+HDnBWnCbHlaSrrJU	'Nostoc azollae' 0708	hypothetical protein
Aazo_0061-NC_014248	c4XE3TDUywQVe2mCE0/ZLTMEsgY	'Nostoc azollae' 0708	transcriptional regulator AbrB
Aazo_0062-NC_014248	oj9XEDhHv5bBk3hlTTV65nHXJwQ	'Nostoc azollae' 0708	abortive infection protein; K07052
Aazo_0063-NC_014248	el/DG3tOsI9NYMOpLBkLQSKdrRM	'Nostoc azollae' 0708	hypothetical protein
Aazo_0064-NC_014248	UEI3HtgmKEn22Rqg4sBQIBCOd/g	'Nostoc azollae' 0708	geranylgeranyl reductase
Aazo_0065-NC_014248	mKhL22zh8QjfLgbr3PXapg+GL8I	'Nostoc azollae' 0708	ribosome recycling factor; K02838 ribosome recycling factor
Aazo_0066-NC_014248	nzmUK1c8+e6V+zbjXZwlk+VohO4	'Nostoc azollae' 0708	uridylate kinase (EC:2.7.4.22); K09903 uridylate kinase [EC:2.7.4.22]
Aazo_0067-NC_014248	ng36zqAtQ7ooMPS/1gYP1RyQLxg	'Nostoc azollae' 0708	alkyl hydroperoxide reductase/Thiol specific antioxidant/Mal allergen
Aazo_0068-NC_014248	gBpa3GSoqUX3OBAvPhB/GZmPFng	'Nostoc azollae' 0708	alpha/beta hydrolase fold-containing protein
Aazo_0070-NC_014248	EG6R5KhHiFemk6IVVS3+xfOMlE8	'Nostoc azollae' 0708	hypothetical protein
Aazo_0071-NC_014248	GJaTOBmOQ1aUbTYCptrNfaof7hc	'Nostoc azollae' 0708	hypothetical protein
Aazo_0072-NC_014248	ztY8sSn5rEMyBdYzyBHyGstyukE	'Nostoc azollae' 0708	hypothetical protein
Aazo_0073-NC_014248	+S130+x94haXlg8HS69oe9b36/g	'Nostoc azollae' 0708	hypothetical protein
Aazo_0074-NC_014248	UtlydoF2F5yqjGDF48XfErYZ4+M	'Nostoc azollae' 0708	hypothetical protein
Aazo_0075-NC_014248	zg6EBz6S22302/ErW97EYuOhiv4	'Nostoc azollae' 0708	ABC transporter-like protein protein; K06148 ATP-binding cassette, subfamily C, bacterial
Aazo_0076-NC_014248	pGW1OWR9xJxXBcCwo4oe1c/BUKQ	'Nostoc azollae' 0708	secretion protein HlyD family protein
Aazo_0077-NC_014248	cL0Pk5t25r9dPUMbQn07+6AyZpU	'Nostoc azollae' 0708	hypothetical protein
Aazo_0078-NC_014248	GTD87eS+nEHCd2Q/hMBsVYzO/Hg	'Nostoc azollae' 0708	hypothetical protein
Aazo_0079-NC_014248	a3kTXvBV4MujVMsyfhIJY73y5FQ	'Nostoc azollae' 0708	hypothetical protein
Aazo_0080-NC_014248	w8YNnSX5//tSWisrmpSh1HotNWc	'Nostoc azollae' 0708	hypothetical protein
Aazo_0081-NC_014248	RuK5u2Gv7K9PtXEXLkve6E9HIYY	'Nostoc azollae' 0708	hypothetical protein
Aazo_0082-NC_014248	EqMxfC1BmLJE0EKc9UpAOcnsyzs	'Nostoc azollae' 0708	phosphatidate cytidylyltransferase
Aazo_0083-NC_014248	yHdov9gD0+AKW9WavwI9ubgH4+M	'Nostoc azollae' 0708	hypothetical protein; K08998 hypothetical protein
Aazo_0086-NC_014248	GjmjOHKi0ANYoSwW9sTZlmmsC08	'Nostoc azollae' 0708	hypothetical protein; K06985 aspartyl protease family protein
Aazo_0087-NC_014248	nITaZLvbRXbB22x7TdHSa5P6rPY	'Nostoc azollae' 0708	peptidase M15D VanX D-ala-D-ala dipeptidase; K08641 D-alanyl-D-alanine dipeptidase [EC:3.4.13.22]
Aazo_0089-NC_014248	Nuxlm0kwGjg2QjGgrCgHeC22u8o	'Nostoc azollae' 0708	hypothetical protein
Aazo_0090-NC_014248	hY8feW/oZpcDljE4tG0FwecdEWs	'Nostoc azollae' 0708	DevA family ABC exporter ATP-binding subunit; K02003
Aazo_0091-NC_014248	JlQ9nPEASayqq2L9jt/BMAmn34c	'Nostoc azollae' 0708	DevC protein; K02004
Aazo_0092-NC_014248	lOWnJ3ogh7fg7921Sxo1OL5xJFY	'Nostoc azollae' 0708	DevB family ABC exporter membrane fusion protein
Aazo_0093-NC_014248	U8j0Wyt0zpy8vMiVFqzmfE6JFe0	'Nostoc azollae' 0708	ferredoxin-dependent bilin reductase; K05371 phycocyanobilin:ferredoxin oxidoreductase [EC:1.3.7.5]
Aazo_0094-NC_014248	vnkwNal5tZvASudgpBUKI7fwwt8	'Nostoc azollae' 0708	hypothetical protein
Aazo_0095-NC_014248	HChaHELsTB7hUabWKbyFu6AIuQU	'Nostoc azollae' 0708	maf protein; K06287 septum formation protein
Aazo_0096-NC_014248	IPFnzb/s1PhcqlgVQ5envVUG8co	'Nostoc azollae' 0708	photosystem II oxygen evolving complex protein PsbP; K02717 photosystem II oxygen-evolving enhancer protein 2
Aazo_0097-NC_014248	52u+pf8Cl2typ9cOI0jymhlLDFQ	'Nostoc azollae' 0708	putative transcriptional regulator
Aazo_0099-NC_014248	6VVAUWPVFVdvrvJ39VJFlElLywk	'Nostoc azollae' 0708	dihydrolipoamide dehydrogenase; K00382 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
Aazo_0100-NC_014248	R/nBjtdaWDXP9fX25PbhMInksrg	'Nostoc azollae' 0708	Indole-3-glycerol-phosphate synthase (EC:4.1.1.48); K01609 indole-3-glycerol phosphate synthase [EC:4.1.1.48]
Aazo_0101-NC_014248	QJ2hzdxQrgvY5C4NvNJsbG+ae6U	'Nostoc azollae' 0708	multi-sensor hybrid histidine kinase
Aazo_0102-NC_014248	WMYo2DBVzzSwVpYjOz3Fj6Yo9Io	'Nostoc azollae' 0708	hypothetical protein
Aazo_0103-NC_014248	TLfm5guZd2Vai/iGOy7CqxKHcGs	'Nostoc azollae' 0708	class V aminotransferase
Aazo_0104-NC_014248	oV4ibSoP1fLZVwByJ7HBRqombrQ	'Nostoc azollae' 0708	hypothetical protein
Aazo_0105-NC_014248	4rLKwo8B3INtoCd7mrI500hTMVE	'Nostoc azollae' 0708	hypothetical protein
Aazo_0106-NC_014248	zVKeIJn0xjGLVvZmkqgsZB2GVaw	'Nostoc azollae' 0708	hypothetical protein; K09005 hypothetical protein
Aazo_0107-NC_014248	kHVfSCTnHoNA5mmR+3htW7X4Fmw	'Nostoc azollae' 0708	ferredoxin; K05337 ferredoxin
Aazo_0108-NC_014248	8YfG9AnwZY1mtgbC1wzjV5lWtLM	'Nostoc azollae' 0708	hypothetical protein
Aazo_0109-NC_014248	8Dfn2Y29vxXiOSdNxpSjXUZM9sg	'Nostoc azollae' 0708	hypothetical protein
Aazo_0112-NC_014248	HzzgrmiO6E0gw8g5/wK1a2UDKuM	'Nostoc azollae' 0708	hypothetical protein
Aazo_0113-NC_014248	40Wr5IsTTX91HB/61FxXPxQCob4	'Nostoc azollae' 0708	phosphoribulokinase/uridine kinase; K00855 phosphoribulokinase [EC:2.7.1.19]
Aazo_0114-NC_014248	d8p/Dc5halOb0PRL9z5IHEpSTY8	'Nostoc azollae' 0708	caffeoyl-CoA O-methyltransferase (EC:2.1.1.104)
Aazo_0115-NC_014248	bFjDaWH3x1cwjt0MtjyXelhnS7E	'Nostoc azollae' 0708	rhodanese domain-containing protein; K07146 UPF0176 protein
Aazo_0117-NC_014248	PnQbakygAsMHEPSFA36uSYOKPtY	'Nostoc azollae' 0708	phospholipid/glycerol acyltransferase
Aazo_0118-NC_014248	xeauPA/vv/2tOcQqDpba7Qk50VU	'Nostoc azollae' 0708	PilT protein-like protein
Aazo_0119-NC_014248	9EU8C6N0YzukyV3D9UKoQIX3aHA	'Nostoc azollae' 0708	prevent-host-death protein
Aazo_0120-NC_014248	FzBBXA6rrgzrWrWQdRWNzqxg+A4	'Nostoc azollae' 0708	hypothetical protein
Aazo_0121-NC_014248	6WKxeilIfCz8u3uaPNDdk9djLAo	'Nostoc azollae' 0708	precorrin-3B synthase; K00366 ferredoxin-nitrite reductase [EC:1.7.7.1]
Aazo_0122-NC_014248	wDWhhuJsue7BgXnK7wuqhdY4Mlc	'Nostoc azollae' 0708	precorrin-8X methylmutase (EC:5.4.1.2); K06042 precorrin-8X methylmutase [EC:5.4.1.2]
Aazo_0123-NC_014248	xw50SYErn0ylDNOLyT+LbLHBNU4	'Nostoc azollae' 0708	precorrin-2 C20-methyltransferase; K03394 precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
Aazo_0124-NC_014248	XnO41O7UWUc22oeI7J8WnkhzoMo	'Nostoc azollae' 0708	precorrin-3B C17-methyltransferase (EC:2.1.1.131); K13541 cobalamin biosynthesis protein CbiG / precorrin-3B C17-methyltransferase [EC:2.1.1.131]
Aazo_0125-NC_014248	zZ7ruFXuNJuf4DhBd3Uo8+4kJzw	'Nostoc azollae' 0708	hypothetical protein
Aazo_0129-NC_014248	/TkjgjRk5P/NJBR6JEvPtzhjT7M	'Nostoc azollae' 0708	pentapeptide repeat-containing protein
Aazo_0130-NC_014248	L9AIKJbcRxp1gcDgf7a10b57fgE	'Nostoc azollae' 0708	hypothetical protein
Aazo_0131-NC_014248	uaVPiJyfdSo4Rsr3G6qramy1J0k	'Nostoc azollae' 0708	hypothetical protein
Aazo_0132-NC_014248	WOSAogsSniFUzOZZZUH9vPPuRIw	'Nostoc azollae' 0708	hypothetical protein
Aazo_0133-NC_014248	2+201x+1aaVpe5iC08KtN/ZMPYM	'Nostoc azollae' 0708	pyruvate phosphate dikinase PEP/pyruvate-binding protein; K01007 pyruvate, water dikinase [EC:2.7.9.2]
Aazo_0136-NC_014248	oEZcOKa4O3u2SMstvo8aTeTugTo	'Nostoc azollae' 0708	DNA polymerase I (EC:2.7.7.7); K02335 DNA polymerase I [EC:2.7.7.7]
Aazo_0137-NC_014248	sP+KrTylZ0RFUwR9HhlgwjC/Fsg	'Nostoc azollae' 0708	hypothetical protein
Aazo_0138-NC_014248	M3gHsw/NcbT4+E/GsDETBUldbTw	'Nostoc azollae' 0708	Cof-like hydrolase; K07024
Aazo_0139-NC_014248	M9eFCTy/h/GFiH0626evsAe9SOc	'Nostoc azollae' 0708	DALR anticodon-binding domain-containing protein
Aazo_0140-NC_014248	JNRDSSY5CTPG1D4EOyCkxW33wiA	'Nostoc azollae' 0708	putative Crp/Fnr family transcriptional regulator
Aazo_0142-NC_014248	fj5Bdh6eUPLEYlVCx41RAS+JplM	'Nostoc azollae' 0708	hypothetical protein
Aazo_0146-NC_014248	8s7SUF4kVf3shUM7LI/IvnTwReM	'Nostoc azollae' 0708	transcriptional regulator, LysR family
Aazo_0147-NC_014248	Kl342sA1YF7FvbLB127bIV7Amj8	'Nostoc azollae' 0708	NnrUfamily protein
Aazo_0148-NC_014248	3Dvj2N8eTXzjuHpjP0wBZ9dQbo4	'Nostoc azollae' 0708	hypothetical protein
Aazo_0149-NC_014248	U/gbT8XXQYBFD87jo+ttKYdWhTo	'Nostoc azollae' 0708	thioredoxin domain-containing protein; K03671 thioredoxin 1
Aazo_0150-NC_014248	1QwNV1J6NPAd+db7BraFSCncJRA	'Nostoc azollae' 0708	proton-translocating NADH-quinone oxidoreductase subunit L (EC:1.6.99.5); K05577 NAD(P)H-quinone oxidoreductase subunit 5 [EC:1.6.5.3]
Aazo_0152-NC_014248	ZATx99Gwt4K0u6XdivDnzVnGR+w	'Nostoc azollae' 0708	hypothetical protein
Aazo_0153-NC_014248	+BYQwEhvFVELO3YXs5pcsKESOzE	'Nostoc azollae' 0708	hypothetical protein
Aazo_0154-NC_014248	M1H04gVoP8amBkTlM1vDxccJG6Q	'Nostoc azollae' 0708	hypothetical protein
Aazo_0155-NC_014248	0qotdW6PS/QHriIWX46+ZWqIyi4	'Nostoc azollae' 0708	hypothetical protein
Aazo_0156-NC_014248	gV9kA+glz1Is+YuRPH9SBACtJaM	'Nostoc azollae' 0708	hypothetical protein
Aazo_0157-NC_014248	E6fGoHSQpSHT77g0XpIBZ6kkn1o	'Nostoc azollae' 0708	hypothetical protein
Aazo_0158-NC_014248	jw4pMsJmCKrzthGEwQnnMHSi2e8	'Nostoc azollae' 0708	hypothetical protein
Aazo_0159-NC_014248	lw+BbuOb2c7uDxIGSb1B/nWPU24	'Nostoc azollae' 0708	methionine-R-sulfoxide reductase (EC:1.8.4.12); K07305 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
Aazo_0160-NC_014248	LtIOfJiVeYfkWnzKnwo/edUegCg	'Nostoc azollae' 0708	glutamine amidotransferase class-II; K07008 glutamine amidotransferase
Aazo_0162-NC_014248	IJTHRSIh4YpyjULQLGgVb4shTVQ	'Nostoc azollae' 0708	hypothetical protein
Aazo_0163-NC_014248	p3n/2jZsS0z4GGJpfojSM+ZL1RU	'Nostoc azollae' 0708	prolyl-tRNA synthetase (EC:6.1.1.15); K01881 prolyl-tRNA synthetase [EC:6.1.1.15]
Aazo_0164-NC_014248	rXVBLGBxTR/pNlklcSJpk1oKHJU	'Nostoc azollae' 0708	16S rRNA processing protein RimM; K02860 16S rRNA processing protein RimM
Aazo_0165-NC_014248	oMFj9FBL4PQ5Y0DL+QOlwAXS50A	'Nostoc azollae' 0708	class I/II aminotransferase; K00835 valine--pyruvate aminotransferase [EC:2.6.1.66]
Aazo_0167-NC_014248	eMTu1c33mHc8CV39L++2UcCeJ8U	'Nostoc azollae' 0708	transposase IS4 family protein
Aazo_0169-NC_014248	tPSnXpnhohM9CiOdoTIuvbbbzjk	'Nostoc azollae' 0708	proton-translocating NADH-quinone oxidoreductase subunit M; K05575 NAD(P)H-quinone oxidoreductase subunit 4 [EC:1.6.5.3]
Aazo_0170-NC_014248	BdYS8ODn9JIRXmJNdib1jNytMXA	'Nostoc azollae' 0708	hypothetical protein
Aazo_0175-NC_014248	85f9s6bLmaTnxHhR+IOp/UjOEgY	'Nostoc azollae' 0708	hypothetical protein
Aazo_0176-NC_014248	fKVTkMvmPt8GpWYIMAZxVfD6swY	'Nostoc azollae' 0708	response regulator receiver modulated serine phosphatase
Aazo_0177-NC_014248	vxQr5JWBrB028RjhwUEU3G5bvo0	'Nostoc azollae' 0708	anti-sigma-factor antagonist
Aazo_0178-NC_014248	ZywmTa11gDhnNyxfQLAG8xQpX9k	'Nostoc azollae' 0708	XRE family transcriptional regulator
Aazo_0180-NC_014248	zRunSwJM/TwwtP7b9P3In+yUPk8	'Nostoc azollae' 0708	SpoIID/LytB domain-containing protein
Aazo_0181-NC_014248	Z8SbdVUtP0tOpHjkyVFRrEcFhlw	'Nostoc azollae' 0708	(2Fe-2S) ferredoxin; K02639 ferredoxin
Aazo_0182-NC_014248	YtcjWsI/58RqVIn5TVTWaq7fFjc	'Nostoc azollae' 0708	oxidoreductase domain-containing protein; K00214 biliverdin reductase [EC:1.3.1.24]
Aazo_0183-NC_014248	jBdGa36LmurpoW1QtIZqxhuhOBg	'Nostoc azollae' 0708	methionine aminopeptidase; K01265 methionyl aminopeptidase [EC:3.4.11.18]
Aazo_0185-NC_014248	D8jVDcjI+owf0pqlNDTSwFpQW6Q	'Nostoc azollae' 0708	hypothetical protein
Aazo_0187-NC_014248	oCQUGRCxQPFYnN6oIJXvucUFK7Y	'Nostoc azollae' 0708	hypothetical protein
Aazo_0188-NC_014248	kU+Td88eMnwyrA8oNs76uCNllJY	'Nostoc azollae' 0708	alkylhydroperoxidase like protein, AhpD family
Aazo_0189-NC_014248	vBUVGR/uE8k8ftVW9Y+weecFbrY	'Nostoc azollae' 0708	pentapeptide repeat-containing protein
Aazo_0190-NC_014248	t3zP5vJ+hTsLyxLz+lvc7nksB0s	'Nostoc azollae' 0708	light-dependent protochlorophyllide reductase (EC:1.3.1.33); K00218 protochlorophyllide reductase [EC:1.3.1.33]
Aazo_0191-NC_014248	lWH6FFwJVPqENNt86fz/6g6/gmA	'Nostoc azollae' 0708	tetratricopeptide repeat protein
Aazo_0192-NC_014248	vDEucA2mqV/ec4d1vtVj7DEmQZw	'Nostoc azollae' 0708	hypothetical protein
Aazo_0193-NC_014248	0I056S3AEOxCUPhMTJa8PH2Xo6Q	'Nostoc azollae' 0708	photosystem II protein Psb27; K08902 photosystem II Psb27 protein
Aazo_0194-NC_014248	7Huc9H5GHWupbE02rrsmizY0dUo	'Nostoc azollae' 0708	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofH subunit; K11781 FO synthase subunit 2 [EC:2.5.1.77]
Aazo_0195-NC_014248	74rf3a83ETJY3bcs2kzFUe/MIuA	'Nostoc azollae' 0708	hypothetical protein
Aazo_0196-NC_014248	h1TLjjp5DcrcPbz2fTcg5MNTA7Y	'Nostoc azollae' 0708	hypothetical protein
Aazo_0197-NC_014248	2TCxMRYeSwISAo9u8VCB4VHpQcY	'Nostoc azollae' 0708	dolichyl-phosphate beta-D-mannosyltransferase (EC:2.4.1.83); K00721 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
Aazo_0198-NC_014248	iNfup8tpsczNvlrmYXDPXlI18x8	'Nostoc azollae' 0708	exonuclease RNase T and DNA polymerase III
Aazo_0199-NC_014248	9lzjiz/puS7FYl9lyKbL9Xy6+9s	'Nostoc azollae' 0708	hypothetical protein
Aazo_0200-NC_014248	MfTy9plkfaJxYHWW2C46n6XRKYs	'Nostoc azollae' 0708	hypothetical protein
Aazo_0201-NC_014248	eQgpTH+smcl4zyJL99SxHwUNucE	'Nostoc azollae' 0708	PetN family protein; K03689 cytochrome b6-f complex subunit 8
Aazo_0202-NC_014248	19RtIc5vZU4OAdbARHZJYuFpT6k	'Nostoc azollae' 0708	hypothetical protein
Aazo_0203-NC_014248	oCM43jT+Z3a0VtPBtLZZx6VCYJw	'Nostoc azollae' 0708	GAF sensor signal transduction histidine kinase
Aazo_0204-NC_014248	9Zj7LtzaHhIA3Drc/l1/O+d0nEM	'Nostoc azollae' 0708	hypothetical protein
Aazo_0205-NC_014248	FUbZQZqOoeFM3Fw0Rxt8N+5Z+4o	'Nostoc azollae' 0708	hypothetical protein
Aazo_0207-NC_014248	yr7YvydL34M/Wg+blpm4uPUkWt4	'Nostoc azollae' 0708	anaerobic ribonucleoside-triphosphate reductase activating protein; K04068 anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]
Aazo_0208-NC_014248	U5jjouxW8mqW0lQLrLLV9XN0Isc	'Nostoc azollae' 0708	response regulator receiver protein
Aazo_0209-NC_014248	sg0lQzpyV63BPxSqURVSseeSaLs	'Nostoc azollae' 0708	hypothetical protein
Aazo_0210-NC_014248	mTtws2HAVufEYpsP8EqrwcDbCtc	'Nostoc azollae' 0708	hypothetical protein
Aazo_0212-NC_014248	cx8X7XG6WaSXhWMGbVUK0OqfR7s	'Nostoc azollae' 0708	hypothetical protein
Aazo_0214-NC_014248	WCrtM6ReLpuBt1ps4NTfHC1otcg	'Nostoc azollae' 0708	beta-phosphoglucomutase; K01838 beta-phosphoglucomutase [EC:5.4.2.6]
Aazo_0215-NC_014248	KRqfAAlbs+je+c2QXmAKRNN2SH0	'Nostoc azollae' 0708	sucrose synthase (EC:2.4.1.13); K00695 sucrose synthase [EC:2.4.1.13]
Aazo_0216-NC_014248	P4ApOC8oEP6SGZvImwR/QGchyTg	'Nostoc azollae' 0708	hypothetical protein
Aazo_0217-NC_014248	ezoy7svmPQabraRHzDhbq82eBeA	'Nostoc azollae' 0708	heterocyst formation protein HetP-like protein
Aazo_0219-NC_014248	bfH6Mwwe7yMW+EGy7khQVEmXL9Q	'Nostoc azollae' 0708	hypothetical protein
Aazo_0225-NC_014248	yJsEgcZaF1Vi324dCCx1rdYhyTs	'Nostoc azollae' 0708	multi-sensor hybrid histidine kinase
Aazo_0227-NC_014248	xOYtTDE85Ii9qQxGDIzXQr29ULA	'Nostoc azollae' 0708	MCP methyltransferase (EC:2.1.1.80); K00575 chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
Aazo_0228-NC_014248	M3YK5ZHNsBXWA/PlmvFRseE7D5Q	'Nostoc azollae' 0708	hypothetical protein
Aazo_0229-NC_014248	zecDby2wckRofzuely2sALsX+J0	'Nostoc azollae' 0708	hypothetical protein
Aazo_0232-NC_014248	zj85Tc5yaSiEEmrRtmZYalVEAMM	'Nostoc azollae' 0708	hypothetical protein
Aazo_0233-NC_014248	H00FyA28/rwqcbTSnpAM+vtmQHA	'Nostoc azollae' 0708	MATE efflux family protein; K03327 multidrug resistance protein, MATE family
Aazo_0234-NC_014248	7TcS65s1EGW09VKklzyTbVoJy40	'Nostoc azollae' 0708	hypothetical protein
Aazo_0235-NC_014248	2bwGElWUdehhYouVZ57tgmnjplw	'Nostoc azollae' 0708	integral membrane sensor signal transduction histidine kinase (EC:2.7.13.3)
Aazo_0236-NC_014248	3PL1XIa/xUaBYs4qYCtXFVXn/eY	'Nostoc azollae' 0708	LuxR family two component transcriptional regulator
Aazo_0237-NC_014248	XZkAiiZejwU6Wz5BnyLCOVCOs6w	'Nostoc azollae' 0708	hypothetical protein
Aazo_0239-NC_014248	QS3rKc/H/J6y83AqozLPB93jhlo	'Nostoc azollae' 0708	hypothetical protein
